ŽžŠÔ[s],CH1(Max)[V],CH1(Min)[V],CH2(Max)[V],CH2(Min)[V],CH3(Max)[V],CH3(Min)[V],CH4(Max)[V],CH4(Min)[V],CH5(Max)[V],CH5(Min)[V],CH6(Max)[V],CH6(Min)[V]
25.6500 ,0.0125 ,0.0075 ,0.0175 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.7000 ,0.0150 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0050 ,0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.7500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
25.8000 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.8500 ,0.0075 ,0.0050 ,0.0150 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
25.9000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
25.9500 ,0.0125 ,0.0075 ,0.0175 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
26.0000 ,0.0125 ,0.0075 ,0.0175 ,0.0100 ,0.0125 ,0.0075 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
26.0500 ,0.0100 ,0.0050 ,0.0150 ,0.0100 ,0.0100 ,0.0050 ,0.0025 ,-0.0025 ,1.5563 ,1.5438 ,0.0125 ,0.0063 
26.1000 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
26.1500 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
26.2000 ,0.0150 ,0.0075 ,0.0175 ,0.0125 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
26.2500 ,0.0075 ,0.0050 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
26.3000 ,0.0100 ,0.0050 ,0.0175 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
26.3500 ,0.0100 ,0.0075 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
26.4000 ,0.0075 ,0.0050 ,0.0175 ,0.0150 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
26.4500 ,0.0075 ,0.0050 ,0.0150 ,0.0125 ,0.0100 ,0.0050 ,0.0025 ,0.0000 ,1.5500 ,1.5500 ,0.0188 ,0.0063 
26.5000 ,0.0100 ,0.0075 ,0.0175 ,0.0100 ,0.0075 ,0.0050 ,0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
26.5500 ,0.0100 ,0.0050 ,0.0175 ,0.0125 ,0.0100 ,0.0050 ,0.0025 ,0.0000 ,1.5563 ,1.5438 ,0.0188 ,0.0063 
26.6000 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0075 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
26.6500 ,0.0100 ,0.0075 ,0.0150 ,0.0100 ,0.0100 ,0.0050 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
26.7000 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0050 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
26.7500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
26.8000 ,0.0125 ,0.0075 ,0.0175 ,0.0150 ,0.0100 ,0.0075 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.3938 ,0.0063 
26.8500 ,0.0100 ,0.0075 ,0.0175 ,0.0125 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,1.1000 ,0.6500 
26.9000 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0125 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,1.2000 ,1.1375 
26.9500 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,1.2188 ,1.2063 
27.0000 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,1.2250 ,1.2188 
27.0500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,1.2250 ,0.4500 
27.1000 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0125 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.3125 ,0.0813 
27.1500 ,0.0150 ,0.0075 ,0.0150 ,0.0100 ,0.0100 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0500 ,0.0188 
27.2000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0100 ,0.0025 ,-0.0050 ,1.5500 ,1.5500 ,0.0188 ,0.0063 
27.2500 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
27.3000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
27.3500 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0100 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5500 ,0.0125 ,0.0063 
27.4000 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
27.4500 ,0.0150 ,0.0075 ,0.0150 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
27.5000 ,0.0125 ,0.0075 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
27.5500 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
27.6000 ,0.0125 ,0.0075 ,0.0175 ,0.0100 ,0.0125 ,0.0100 ,0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
27.6500 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0075 ,0.0000 ,-0.0025 ,1.5563 ,1.5500 ,0.0125 ,0.0063 
27.7000 ,0.0125 ,0.0075 ,0.0125 ,0.0125 ,0.0150 ,0.0125 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
27.7500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
27.8000 ,0.0125 ,0.0075 ,0.0150 ,0.0100 ,0.0125 ,0.0075 ,0.0000 ,-0.0075 ,1.5500 ,1.5438 ,0.8563 ,0.0125 
27.8500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5563 ,1.5438 ,1.1688 ,0.9688 
27.9000 ,0.0100 ,0.0075 ,0.0175 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,1.2125 ,1.1813 
27.9500 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0100 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,1.2188 ,1.2188 
28.0000 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,1.2250 ,0.6188 
28.0500 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.4250 ,0.1063 
28.1000 ,0.0125 ,0.0075 ,0.0150 ,0.0100 ,0.0125 ,0.0125 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0750 ,0.0250 
28.1500 ,0.0125 ,0.0100 ,0.0200 ,0.0100 ,0.0125 ,0.0100 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0125 
28.2000 ,0.0100 ,0.0100 ,0.0175 ,0.0125 ,0.0125 ,0.0100 ,-0.0025 ,-0.0075 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
28.2500 ,0.0125 ,0.0075 ,0.0175 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
28.3000 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
28.3500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0050 ,-0.0050 ,-0.0075 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
28.4000 ,0.0150 ,0.0075 ,0.0175 ,0.0150 ,0.0125 ,0.0100 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
28.4500 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
28.5000 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
28.5500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,-0.0050 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
28.6000 ,0.0150 ,0.0125 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
28.6500 ,0.0150 ,0.0125 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0075 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
28.7000 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
28.7500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0150 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
28.8000 ,0.0125 ,0.0100 ,0.0175 ,0.0150 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
28.8500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
28.9000 ,0.0125 ,0.0125 ,0.0150 ,0.0125 ,0.0125 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
28.9500 ,0.0150 ,0.0125 ,0.0150 ,0.0125 ,0.0150 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
29.0000 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0175 ,0.0125 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
29.0500 ,0.0125 ,0.0125 ,0.0150 ,0.0150 ,0.0125 ,0.0100 ,-0.0025 ,-0.0075 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
29.1000 ,0.0150 ,0.0125 ,0.0150 ,0.0150 ,0.0150 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
29.1500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
29.2000 ,0.0150 ,0.0125 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
29.2500 ,0.0150 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
29.3000 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0150 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
29.3500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0150 ,0.0125 ,-0.0025 ,-0.0075 ,1.5500 ,1.5438 ,0.9063 ,0.0125 
29.4000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.1688 ,1.0000 
29.4500 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.2125 ,1.1875 
29.5000 ,0.0100 ,0.0075 ,0.0175 ,0.0125 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.2188 ,1.2188 
29.5500 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,1.2188 ,0.4375 
29.6000 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0075 ,0.0000 ,-0.0050 ,1.5563 ,1.5438 ,0.3000 ,0.0750 
29.6500 ,0.0125 ,0.0075 ,0.0175 ,0.0150 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0563 ,0.0188 
29.7000 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0125 ,0.0050 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0125 
29.7500 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
29.8000 ,0.0125 ,0.0075 ,0.0125 ,0.0125 ,0.0125 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5500 ,0.0188 ,0.0063 
29.8500 ,0.0150 ,0.0075 ,0.0150 ,0.0100 ,0.0125 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
29.9000 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
29.9500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
30.0000 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
30.0500 ,0.0150 ,0.0075 ,0.0150 ,0.0125 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
30.1000 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
30.1500 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0100 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
30.2000 ,0.0125 ,0.0100 ,0.0125 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
30.2500 ,0.0150 ,0.0125 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
30.3000 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,0.0000 ,1.5500 ,1.5500 ,0.0188 ,0.0063 
30.3500 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0100 ,0.0100 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
30.4000 ,0.0100 ,0.0075 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
30.4500 ,0.0150 ,0.0100 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
30.5000 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
30.5500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
30.6000 ,0.0150 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
30.6500 ,0.0150 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
30.7000 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
30.7500 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
30.8000 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0025 ,-0.0025 ,1.5563 ,1.5438 ,0.9375 ,0.0125 
30.8500 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.1813 ,1.0188 
30.9000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,-0.0025 ,-0.0025 ,1.5500 ,1.5438 ,1.2125 ,1.1938 
30.9500 ,0.0100 ,0.0075 ,0.0150 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5563 ,1.5500 ,1.2250 ,1.2188 
31.0000 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0150 ,0.0100 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,1.2250 ,1.2188 
31.0500 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.2250 ,1.2188 
31.1000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.2250 ,1.2188 
31.1500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,1.2250 ,1.2125 
31.2000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.2250 ,1.2188 
31.2500 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,1.2188 ,0.2938 
31.3000 ,0.0100 ,0.0050 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.2000 ,0.0563 
31.3500 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5563 ,1.5438 ,0.0375 ,0.0125 
31.4000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
31.4500 ,0.0100 ,0.0100 ,0.0150 ,0.0075 ,0.0125 ,0.0075 ,0.0050 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
31.5000 ,0.0100 ,0.0075 ,0.0125 ,0.0075 ,0.0150 ,0.0075 ,0.0050 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
31.5500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
31.6000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
31.6500 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0150 ,0.0100 ,0.0050 ,-0.0050 ,1.5500 ,1.5438 ,1.0063 ,0.2063 
31.7000 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.1875 ,1.0688 
31.7500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,1.2125 ,1.2000 
31.8000 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.2188 ,1.2125 
31.8500 ,0.0100 ,0.0050 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.2188 ,1.2188 
31.9000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,1.2250 ,1.0063 
31.9500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.6875 ,0.1625 
32.0000 ,0.0100 ,0.0100 ,0.0100 ,0.0050 ,0.0175 ,0.0125 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.1125 ,0.0375 
32.0500 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0175 ,0.0125 ,0.0000 ,-0.0050 ,1.5438 ,1.5438 ,0.0250 ,0.0125 
32.1000 ,0.0100 ,0.0075 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,-0.0050 ,-0.0075 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
32.1500 ,0.0100 ,0.0075 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,-0.0025 ,-0.0075 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
32.2000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
32.2500 ,0.0100 ,0.0075 ,0.0100 ,0.0075 ,0.0175 ,0.0100 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
32.3000 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0175 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
32.3500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
32.4000 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
32.4500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0200 ,0.0150 ,-0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
32.5000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
32.5500 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0200 ,0.0150 ,0.0000 ,-0.0050 ,1.5500 ,1.5375 ,0.0125 ,0.0063 
32.6000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0150 ,-0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
32.6500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
32.7000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0150 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
32.7500 ,0.0100 ,0.0050 ,0.0150 ,0.0100 ,0.0175 ,0.0150 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
32.8000 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0150 ,-0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
32.8500 ,0.0100 ,0.0075 ,0.0125 ,0.0075 ,0.0175 ,0.0150 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
32.9000 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
32.9500 ,0.0100 ,0.0075 ,0.0150 ,0.0100 ,0.0175 ,0.0150 ,-0.0025 ,-0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
33.0000 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0125 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
33.0500 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0150 ,-0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
33.1000 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0150 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
33.1500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0175 ,0.0150 ,-0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
33.2000 ,0.0125 ,0.0075 ,0.0150 ,0.0100 ,0.0175 ,0.0150 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
